ObjectID *,GlobalID *,Park,Spring name,SiteCode,SiteID,DateTime,Protocol,SurveyName,VisitType,Sampled,SpringType,Spring comments,UTM zone,Datum,GPS ID,Are you using the internal camera on this device for photos?,Camera ID #,Memory Card #,Is this a sensor spring?,Was the old sensor retrieved?,Was a new sensor deployed?,Sensor type,Sensor ID,Deployment time,Notes,FlowCondition,DischargeMethod,VolDischarge_L_per_s,DischargeClass_L_per_s,ContainerVolume_mL,PercentCaptured,Discharge notes,SpringbrookType,SpringbrookLengthFlag,SpringbrookLength_m,SpringbrookWidth_m,DiscontinuousSpringbrookLengthFlag,DiscontinuousSpringbrookLength_m,Channel description,Water quality data collected?,Enter the date and time of the last calibration,Water quality instrument,pH instrument,DO instrument,SpCond instrument,Temperature instrument,Did you check the calibration at this spring?,Please describe why a calibration check was not necessary,Calibration check parameters,Select the first pH standard,First pH temperature (C),First pH reading,Select the second pH standard,Second pH temperature (C),Second pH reading,DO% temperature (C),DO% reading,Barometric pressure (mmHg),SpCond standard (uS/cm),SpCond reading (uS/cm),Calibration check notes,Water quality parameters,Why are water quality data missing?,pH reading 1,pH reading 2,pH reading 3,Temperature reading 1 (C),Temperature reading 2 (C),Temperature reading 3 (C),SpCond reading 1 (uS/cm),SpCond reading 2 (uS/cm),SpCond reading 3 (uS/cm),DO reading 1 (%),DO reading 1 (mg/L),DO reading 2 (%),DO reading 2 (mg/L),DO reading 3 (%),DO reading 3 (mg/L),Water quality notes,Flow modification,Roads,Human use,Plant management,Hiking trails,Livestock/feral,Other,Fire,Flooding,Wildlife,Other,Overall disturbance,Disturbance notes,Is there evidence of wildlife?,Vegetation present?,LifeFormList,LifeFormListWPhotos,WoodyGT4m,Woody2to4m,WoodyLT2m,Forb,Grass,Reed,Rush,Sedge,Cattail,Bryophyte,NonPlant,Mistletoe (Phoradendron sp.) present?,Vegetation notes,Invasive Plants Observed?,Invasive notes,InvasiveListInternal,InvasiveListExternal,CreationDate *,Creator *,EditDate *,Editor *,Is springbrook continuous or discontinuous?,Is discontinuous surface water length >50m or measured?,Discontinous length (m),pHWarning,TempWarning,SpCondWarning,DOPctWarning,DOMgWarning,pH flag,Temperature flag,SpCond flag,DO flag,Permanent bolt status?,CameraCardName,Shape
61,{b8f74189-0fed-4277-9804-fefa751cc1ed},Death Valley NP,DEVA_P_GRA0378,DEVA_P_GRA0378,1002,1/22/2020 0:45,MOJN DS (Published 2018),DEVA_P_GRA0378: 2020-01-21,Primary,Sampled,Rheocrene,Spring dry; large dead palm ~20 m below source; salt evaporite deposits on ground downstream of spring and nearby,Zone 11,NAD83 (Unknown),BadElf 4581,No,36783,MOJN_03,Yes,Yes,Yes,HOBO TidbiT,347,16:55,New sensor deployed in same location as previous sensor; bolt nestled in some rocks in channel ~5 m below where vegetation starts,dry,Estimated,,0 L/s,<Null>,<Null>,No evidence of recently flowing water ,,Measured,0,0,<Null>,<Null>,"Spring channel emerges at base of small hills, abundant dead or senescent vegetation throughout and surrounding channel",No - Insufficient water,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,None,0,0,0,0,0,0,0,0,0,0,0,"No disturbance near spring, but popular paved road (Ubehebe Road) is ~150 m from source",Yes,Yes,"Grass, Forb, Woody <2m","Grass0936, 0937
Forb0938, 0939, 0940, 0941
Woody <2m: 0946, 0947, 0948",NA,NA,3,2,1,NA,NA,NA,NA,NA,NA,No,"Other forbs present, grasses and forbs very dense in channel",Yes,"Large dead fan palm below spring, at least one juvenile fan palm ~8-10 in tall in buffer ~15 m below source",WAFI (Washingtonia filifera),"WAFI (Washingtonia filifera): 0945, 0931",1/23/2020 22:53,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Point
60,{97889b31-c843-46b2-8278-ab2c9f087ea3},Death Valley NP,DEVA_P_SHR0202,DEVA_P_SHR0202,991,1/22/2020 16:50,MOJN DS (Published 2018),DEVA_P_SHR0202: 2020-01-22,Primary,Sampled,Rheocrene,"Springbrook flows down narrow channel against right flank of wash (looking upstream) at the bottom of a series of large vegetation patches (mesquite, grapevine, phragmites, arrowweed, etc.); dense mesquite and grapevine in and surrounding channel",Zone 11,NAD83 (Unknown),BadElf 4581,No,36783,MOJN_03,Yes,Yes,Yes,HOBO TidbiT,346,9:51,New sensor deployed in same location as old sensor ~13 m below actual source; actual source choked with vegetation and may be difficult to access every year,flowing,Volumetric,,<Null>,500,75,"Springbrook becomes inaccessible about ~15 m upstream of sensor due to low overhang of wash and impenetrable mesquite and grapevine, cannot see where water emerges at actual source",,>50m,<Null>,0.8,<Null>,<Null>,"Springbrook flows down narrow channel against right flank of wash (looking upstream); wash substrate consists of fines, cobbles, and boulders; salt depiosites on nearby soil; dense mesquite and grapevine in and surrounding channel",Yes,1/22/2020 16:50,MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),No,Calibrated at spring ,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,"pH,DO_percent,DO_mg_per_L,SpCond,Temp",<Null>,7.96,7.95,7.95,15.7,15.7,15.7,2495,2495,2496,87,8.06,86.9,8.06,86.9,8.06,<Null>,None,0,0,0,0,0,0,0,0,0,0,0,<Null>,Yes,Yes,"Woody 2-4m, Woody <2m, Non-Plant, Forb, Grass","Woody 2-4m: 0969, 0970
Woody <2m: 0963, 0964, 0965, 0966
Non-Plant: 0971
Forb: 0975, 0976
Grass: 0972, 0973, 0974",NA,1,2,5,4,NA,NA,NA,NA,NA,3,No,"Very dense mesquite and grapevine at source; several other dense thickets of mesquite, phragmites, arrowweed, and other shrubs further up wash",No,<Null>,<Null>,<Null>,1/23/2020 22:53,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NF,NF,NF,NF,<Null>,<Null>,Point
59,{6d134afc-bb9d-41d9-9ef9-7f499e70fb14},Death Valley NP,DEVA_P_LOS0390,DEVA_P_LOS0390,1007,1/22/2020 19:10,MOJN DS (Published 2018),DEVA_P_LOS0390: 2020-01-22,Primary,Sampled,Rheocrene,Two parallel springbrooks emerge from base of salty ledge in drainage covered in grasses and rushes; primary source is on the left (looking upstream); additional source about ~50-60 m upstream at patch of grasses and mesquite with a springbrook that flows ~50 m almost to primary source; may be other water upstream,Zone 11,NAD83 (Unknown),BadElf 4581,No,36783,MOJN_03,Yes,Yes,Yes,HOBO TidbiT,335,11:52,"New sensor deployed just below old sensor in slightly deeper water, water still barely deep enough to submerge both screws; red and white wire",flowing,Estimated,,<0.1 L/s,<Null>,<Null>,Water emerges from base of salty ledge in wash,,>50m,<Null>,0.8,<Null>,<Null>,"Water flows down channel comprised of fines, salt deposits, cobbles, and gravel; vegetation dense on ledge above source but sparse in wash down channel",Yes,1/22/2020 16:50,MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),No,"Calibrated at last spring, 3 miles away",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,"pH,DO_percent,DO_mg_per_L,SpCond,Temp",<Null>,8.68,8.68,8.68,16.8,16.8,16.8,2181,2181,2181,107.8,9.89,107.9,9.9,107.9,9.91,Taken at small pool 17 m downstream,None,0,0,0,0,0,0,0,0,0,0,0,<Null>,Yes,Yes,"Forb, Grass, Rush, Non-Plant","Forb: 0982, 0983, 0984
Grass: 0991, 0992, 0993, 1000
Rush: 0986, 0988, 0989
Non-Plant: 0998, 0999",NA,NA,NA,2,4,NA,1,NA,NA,NA,3,No,"Phragmites at secondary source on right side of wash (looking upstream); additional patch of dense vegetation at another source ~60 m upstream, including grasses and mesquite ",No,<Null>,<Null>,<Null>,1/23/2020 22:53,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NF,NF,NF,NF,<Null>,<Null>,Point
58,{f6c13a57-1482-4443-a8dd-76a761b36627},Death Valley NP,DEVA_P_GNO0081,DEVA_P_GNO0081,1013,1/22/2020 22:19,MOJN DS (Published 2018),DEVA_P_GNO0081: 2020-01-22,Primary,Sampled,Rheocrene,"Water from source flows 3 m before joining with continuous springbrook that flows down wash, very salty, no vegetation",Zone 11,NAD83 (Unknown),BadElf 4581,No,36783,MOJN_03,Yes,Yes,Yes,HOBO TidbiT,339,14:22,<Null>,flowing,Estimated,,<0.1 L/s,<Null>,<Null>,"Water emerges in the middle of a broad, salty wash and flows 3 m to join with main channel of water",,>50m,<Null>,0.5,<Null>,<Null>,"Broad, salty wash",Yes,1/22/2020 22:44,MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),Yes,<Null>,DO_percent,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,"pH,DO_percent,DO_mg_per_L,SpCond,Temp",<Null>,8.12,8.12,8.12,13.3,13.3,13.3,73060,73060,73060,65.3,6.83,65.2,6.83,65.2,6.83,"SpCond calibrated with 50,000 uS/cm standard, DO checked at spring",None,0,0,0,0,0,0,0,0,0,0,0,"Old road on ridge above wash, power lines running overhead ~20-30 m upstream of source",Yes,Yes,Non-Plant,Non-Plant: 1007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,<Null>,No,<Null>,<Null>,<Null>,1/23/2020 22:53,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NF,NF,NF,NF,<Null>,<Null>,Point
57,{c929c8ac-db87-4b87-9a77-e8192b32f362},Death Valley NP,DEVA_P_SAL0194,DEVA_P_SAL0194,1009,1/23/2020,MOJN DS (Published 2018),DEVA_P_SAL0194: 2020-01-22,Primary,Sampled,Rheocrene,"Spring emerges from base of salty ledge and trickles down muddy, salty channel in badlands terrain, mesquite patch ~40 m below source",Zone 11,NAD83 (Unknown),BadElf 4581,No,36783,MOJN_03,Yes,Yes,Yes,HOBO TidbiT,334,16:30,"Bolt installed in substrate ~1 m below ledge, red and white wire, water very shallow or even a film — may not be enough to submerge screws on TidbiT; magnet nub removed from TidbiT to help submerge screws — bring magnet to next visit!!",flowing,Estimated,,<0.1 L/s,<Null>,<Null>,"Water emerges at base of salty ledge, a few meter of water above ledge as well",,Measured,24,0.4,<Null>,<Null>,"Salty, muddy channel in narrow drainage in soft badlands terrain",No - Insufficient water,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,None,0,0,0,0,0,0,0,0,0,0,0,<Null>,Yes,Yes,"Grass, Forb, Rush, Non-Plant","Grass: 1015, 1016, 1017
Forb: 1013, 1014
Rush: 1019, 1020, 1021
Non-Plant: 1018",NA,NA,NA,3,1,NA,2,NA,NA,NA,4,No,Patch of mesquite ~40 m below source,No,<Null>,<Null>,<Null>,1/23/2020 22:53,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Point
56,{66b876e9-feaf-45ae-a367-acd6de232ad2},Death Valley NP,DEVA_P_GRE0191,DEVA_P_GRE0191,989,1/23/2020 17:35,MOJN DS (Published 2018),DEVA_P_GRE0191: 2020-01-23,Primary,Sampled,Other,"Spring source is at a wildlife excavation ~20 m upslope and to the right of inactive, rusted trough and stacked stone basin; patch of snow at source but no evidence of groundwater discharge",Zone 11,NAD83 (Unknown),BadElf 4581,No,36783,MOJN_03,Yes,Yes,Yes,HOBO TidbiT,343,10:00,"Bolt pounded into soft sediment on face of excavation, sensor attached by long red and white wire and dangling into hole, wire also tied around nearby root of shrub; magnetic nub removed from sensor — bring a magnet for the next site visit!",wet soil only,Estimated,,0 L/s,<Null>,<Null>,"Soil damp from melting snow patches at and above source, not from groundwater",,Measured,0,0,<Null>,<Null>,Wildlife excavation into side of hill in drainage,No - Insufficient water,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes - All inactive,0,0,0,0,0,0,0,0,4,0,4,"Spring source deeply excavated by wildlife; old, inactive, rusted metal trough with underground pipes ~20 m downslope of source, trough within old stacked-stone basin or shelter; closed road leading directly to manmade structures, all manmade structures outside of buffer",Yes,Yes,"Woody <2m, Forb, Grass","Woody <2m: 1033, 1034, 1035, 1036
Forb: 1037, 1038
Grass: 1031, 1032",NA,NA,1,3,1,NA,NA,NA,NA,NA,NA,No,<Null>,Yes,<Null>,BRRU2 (Bromus rubens),"BRRU2 (Bromus rubens): 1031, 1032",1/23/2020 22:53,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Point
63,{eadcc3c5-9df6-498c-beeb-11deba406d03},Death Valley NP,DEVA_P_LIT0005,DEVA_P_LIT0005,1001,2/4/2020 22:05,MOJN DS (Published 2018),DEVA_P_LIT0005: 2020-02-04,Primary,Sampled,Limnocrene,"Spring source is a muddy, trampled pool emerging within a willow and baccharis thicket. A 4m wide trampled burro path leads directly to the pool. VERY WINDY",Zone 11,NAD83 (Unknown),MOJN G3 (Garmin64),No,36783,MOJN_03,Yes,No,Yes,HOBO TidbiT,342,14:53,"Old sensor, bolt, and wire nowhere to be found, likely caught on burro and ripped out. New sensor deployed in same location, tied to willow trunks.",standing water,Estimated,,<0.1 L/s,<Null>,<Null>,"Discharge fills a muddy, pockmarked sourcepool and quickly fills fresh footprints. Water is partially frozen.",,Measured,1.3,5.2,<Null>,<Null>,"There is no channel, but only a trampled, muddy pool with a few larger cobbles. The bank opposite of the burro trail is damp, and filled with grasses and watercress",Yes,2/4/2020 22:05,MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),No,Calibrated at spring.,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,"pH,DO_percent,DO_mg_per_L,SpCond,Temp",<Null>,7.77,7.76,7.74,4,3.9,3.9,356.2,356.2,356.2,70.7,8.28,70.6,8.27,70.6,8.28,Measured in 3in deep burro footprint.,None,0,0,0,0,4,0,0,0,0,0,4,Main source of disturbance is trampling by burro (possible some contribution from wildlife). Every area in the buffer is trampled except dense willow. Game camera just outside buffer. ,Yes,Yes,"Woody 2-4m, Woody <2m, Forb, Grass, Sedge, Bryophyte, Non-Plant","Woody 2-4m: 1059, 1061
Woody <2m: 1055, 1058
Forb: 1064
Grass: 1066, 1067
Sedge: 1065
Bryophyte: 1063
Non-Plant1062",NA,2,1,4,3,NA,NA,7,NA,6,5,No,<Null>,No,<Null>,<Null>,<Null>,2/7/2020 20:45,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,No Data,,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NF,NF,NF,NF,<Null>,<Null>,Point
65,{9c820de1-2387-4653-817a-6158b96c4422},Death Valley NP,DEVA_P_BUR0315,DEVA_P_BUR0315,1004,2/5/2020 20:30,MOJN DS (Published 2018),DEVA_P_BUR0315: 2020-02-05,Primary,Sampled,Hillslope,Spring emerges as at least two discrete sources on a steep north-facing slope. Heavy game and burro use apparent.,Zone 11,NAD83 (Unknown),BadElf 4181,No,36783,MOJN_03,Yes,Yes,Yes,HOBO TidbiT,338,13:47,Deployed in same place as old sensor with same white wire,standing water,Estimated,,<0.1 L/s,<Null>,<Null>,"Discharge emerges at two discrete sources. One is 3-4 cm deep with the surface frozen, while the other is completely frozen solid, with no liquid water at the surface.",,Measured,0.1,0.1,<Null>,<Null>,"No channel, but the area immediately around the small pool is soft, wet, mossy soil.


",Yes,2/5/2020 20:30,MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),No,Calibrated here.,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,"pH,DO_percent,DO_mg_per_L,SpCond,Temp",<Null>,7.49,7.48,7.48,3.6,3.6,3.6,492.4,492.4,492.5,61.1,6.88,61.2,6.88,61.2,6.89,"DO took a little while to stabilize, likely due to shallow pool.",None,0,0,0,0,2,0,0,0,2,0,2,Disturbance at this spring mainly due to trampling by wildlife and burro (not sure which is more prevalent as tracks are obscured). There is also heavy foraging of sedge at source and some rubs on the woody vegetation.,Yes,Yes,"Woody 2-4m, Sedge, Woody <2m, Forb, Bryophyte, Grass","Woody 2-4m: 1083, 1084, 1085
Sedge: 1087, 1088, 1089
Woody <2m: 1093, 1094
Forb: 1100, 1101, 1102
Bryophyte: 1082
Grass: 1090, 1095",NA,2,6,1,4,NA,NA,3,NA,5,NA,No,"Unknown possible vitas vine with cottony seeds is also woody 2-4m but less abundant than unknown tree. Bunchgrass is less abundant than bromes (1098, 1099).",Yes,<Null>,"BRRU2 (Bromus rubens), BRTE (Bromus tectorum)","BRRU2 (Bromus rubens): 1091, 1096
BRTE (Bromus tectorum): 1090, 1095",2/7/2020 20:45,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NF,NF,NF,I,<Null>,<Null>,Point
64,{e2c72d3a-069f-4c2a-b0d4-22aa05d8d200},Death Valley NP,DEVA_P_ARR0137,DEVA_P_ARR0137,1008,2/6/2020 18:08,MOJN DS (Published 2018),DEVA_P_ARR0137: 2020-02-06,Primary,Sampled,Hillslope,"Spring source is man-made pipe, emerging from a pile of stacked rocks within a dense phragmites patch. Visited on a cool calm day. Phragmites are all dormant. There is a wildlife excavation, likely coyote just outside of the buffer.",Zone 11,NAD83 (Unknown),BadElf 4581,No,36783,MOJN_03,Yes,Yes,Yes,HOBO TidbiT,319,10:15,"Deployed in same place as old sensor, face down in the small film on water below dripping pipe. Used same bolt and wire (red).",flowing,Estimated,,<0.1 L/s,<Null>,<Null>,Discharge emerging nearly completely from a pipe at a rate of 1 drip every 4 seconds. The rest of the discharge seeps out from around the pipe.,,Measured,0.05,0.05,<Null>,<Null>,Source emerges within a drainage filled with granitic gravel and boulders. No evidence of liquid water recently flowing down this drainage however. The area surrounding source is on a bench in the slope with a game trail leading to the source. Wet soil is within an old metal drum surrounded by stacked rocks.,No - Insufficient water,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes - One or more active,0,4,0,0,0,0,0,0,1,0,4,"Main source of disturbance is the modification of discharge from the pipe emerging from stacked rocks, and dripping into an old buried metal drum. Wildlife also likely use this source, with bird scat surrounding source area, and a game trail leading right to it. Abundant metal scraps near spring.",Yes,Yes,"Reed, Grass, Forb","Reed: 1117, 1118, 1119
Grass: 1127
Forb: 1128",NA,NA,NA,3,2,1,NA,NA,NA,NA,NA,No,"Atriplex spp. abundant downstream of buffer, just outside",Yes,Bromus rubens more abundant outside of buffer,BRRU2 (Bromus rubens),"BRRU2 (Bromus rubens): 1124, 1126",2/7/2020 20:45,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Point
72,{8f8a269e-fa99-4cc6-a5ab-b304ecbb2721},Mojave NPRES,MOJA_P_WIL0224,MOJA_P_WIL0224,134,2/10/2020 17:42,MOJN DS (Published 2018),MOJA_P_WIL0224: 2020-02-10,Primary,Sampled,Rheocrene,"Spring flows out of plastic tub/trough, through crack in tub wall. Called rheocrene because of evidence of flow from tub downhill. Surface water present outside of tub. Heavy cattle and burro use at spring, with evidence of trampling and browsing. ",Zone 11,NAD83 (Unknown),MOJN G3 (Garmin64),No,36783,MOJN_03,Yes,No,Yes,HOBO TidbiT,333,10:19,New location moved to inside trough from just outside of trough because past sensor missing and inside trough seems more secure. ,flowing,Estimated,,<0.1 L/s,<Null>,<Null>,"Flows through modification inside plastic tub/trough (app. 1.5 m wide round tub, about 0.4 m deep). Flowing water visible outside of tub but not measurable. Surface water continues for 5.3 m downstream. ",,Measured,6.8,1.5,<Null>,<Null>,"Surface water flows from tub for 5.3 m over trampled, compacted sandy wash; medium to large sized cobbles; little channelization evident. Human debris lightly litters spring brook (wire, plastic, pipe, shotgun shells)",Yes,2/10/2020 17:42,MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),No,Calibrated at spring. Specific conductivity took about 5 min before stabilizing ,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,"pH,DO_percent,DO_mg_per_L,SpCond,Temp",<Null>,7.29,7.29,7.28,9.3,9.3,9.3,1056,1056,1056,46.8,4.6,46.8,4.59,46.7,4.59,Heavy use by burro and cattle; trough full of green algae.,Yes - One or more active,0,2,0,0,4,0,0,0,0,0,4,"Heaviest disturbance by burro and cattle, had to tell amount of human foot traffic because of trampled game trail; litter in spring brook; cattle or burro scat in surface water; ‘other’ modification is buried plastic tank 2 m upstream of trough",Yes,Yes,"Forb, Woody 2-4m, Woody >4m, Woody <2m, Non-Plant, Grass","Forb: 1132, 1133
Woody 2-4m: 1141, 1142
Woody >4m: 1135, 1136, 1137
Woody <2m: 1138, 1139, 1140
Non-Plant: 1144
Grass: 1145",3,1,2,4,5,NA,NA,NA,NA,NA,6,Yes,Woody <2 and woody 2-4 nearly codominant. Abundant cholla just outside of buffer. Strange aquatic fungus or some kind of non plant.,No,<Null>,<Null>,<Null>,2/14/2020 17:34,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,No Data,,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NF,NF,NF,NF,<Null>,<Null>,Point
71,{94786402-d1e4-4001-ad81-128974112ef2},Mojave NPRES,MOJA_P_HEN0118,MOJA_P_HEN0118,130,2/10/2020 21:04,MOJN DS (Published 2018),MOJA_P_HEN0118: 2020-02-10,Primary,Sampled,Other,"Spring brook veg monitored as if rheocrene; standing water seen under qanat, too shallow to monitor, damp soil below spring in cattails ",Zone 11,NAD83 (Unknown),BadElf 4181,No,36783,MOJN_03,Yes,No,Yes,HOBO TidbiT,323,13:13,"Old sensor missing; wire still in place where installed and cut above sensor. New sensor placed in small depression with film of water, with red and white wire tied to a screw sticking through the lowest railroad tie.",standing water,Estimated,,<0.1 L/s,<Null>,<Null>,0.05 m of surface water film at base of cattail roots under qanat,,Measured,0.05,0.05,<Null>,<Null>,"Excavated channel below qanat with 1.5 m tall berms on either side, filled with cattail",No - Insufficient water,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes - One or more active,0,4,0,0,0,0,0,0,3,0,4,"Entire buffer is excavated; wildlife trampling throughout cattails in buffer, road nearby outside buffer; human footprints; nearby fence/corral",Yes,Yes,"Cattail, Woody <2m, Grass","Cattail: 1156, 1157, 1158, 1159
Woody <2m: 1162, 1163, 1164, 1165
Grass: 1160, 1161",NA,NA,2,NA,3,NA,NA,NA,1,NA,NA,No,<Null>,Yes,ERCI6 outside buffer,ERCI6 (Erodium cicutarium),"ERCI6 (Erodium cicutarium): 1166, 1167",2/14/2020 17:34,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,No Data,,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Point
77,{4fa1321b-5426-4192-ac6f-f85904ca70c8},Mojave NPRES,MOJA_P_WIL0223,MOJA_P_WIL0223,131,2/11/2020 0:20,MOJN DS (Published 2018),MOJA_P_WIL0223: 2020-02-10,Primary,Sampled,Rheocrene,"Spring source dry, located in a narrow, winding, baccharis-filled wash.",Zone 11,NAD83 (Unknown),BadElf 4181,No,36783,MOJN_03,Yes,Yes,Yes,HOBO TidbiT,321,16:22," New sensor installed in same location, at the base of a small baccharis using the same bolt and red wire.",dry,Estimated,,0 L/s,<Null>,<Null>,"No discharge, no sign of recent surface water flow.",,Measured,0,0,<Null>,<Null>,"Narrow, meandering channel incising into granite bedrock. Immature, granitic gravel and sand infill.",No - Insufficient water,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,None,0,0,0,0,0,0,0,0,0,0,0,"Spring buffer is pristine, with no evidence of anthropogenic influence. There is burro scat outside the buffer, however. ",Yes,Yes,"Woody <2m, Forb, Grass, Bryophyte, Non-Plant","Woody <2m: 1176, 1177
Forb: 1178, 1179, 1180
Grass: 1174, 1175
Bryophyte: 1181, 1182, 1183
Non-Plant: 1181, 1182, 1183",NA,NA,1,5,2,NA,NA,NA,NA,3,4,Yes,Mistletoe growing on Senegalia gregii. Thickets of Salix sp. and Rhus trilobata just upstr from source.,Yes,<Null>,BRRU2 (Bromus rubens),"BRRU2 (Bromus rubens): 1174, 1175",3/9/2020 20:00,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Point
